ITPASS: InstantTrack AOS/LOS Finder Version 0.88
Copyright 1989-2004 Paul Williamson, KB5MU

Passes starting:     8 May 25 01:33:47 PDT
     At station:    Bombay

    Satellite         AOS Time (PDT)      LOS Time (PDT)    Max El
UKUBE               10 May 25 15:37:49  10 May 25 15:49:06    25ø
UKUBE               11 May 25 02:11:03  11 May 25 02:22:44    34ø
UKUBE               11 May 25 03:47:05  11 May 25 03:56:00     9ø
UKUBE               11 May 25 14:00:13  11 May 25 14:09:47    11ø
UKUBE               11 May 25 15:33:54  11 May 25 15:45:22    29ø
UKUBE               12 May 25 02:07:17  12 May 25 02:18:49    29ø
UKUBE               12 May 25 03:42:58  12 May 25 03:52:21    10ø
UKUBE               12 May 25 13:56:33  12 May 25 14:05:40     9ø
UKUBE               12 May 25 15:29:53  12 May 25 15:41:35    33ø
UKUBE               13 May 25 02:03:30  13 May 25 02:14:51    25ø
UKUBE               13 May 25 03:38:52  13 May 25 03:48:40    12ø
UKUBE               13 May 25 13:52:54  13 May 25 14:01:30     7ø

XW-2B               has crashed!

XW-2C               has crashed!

XW-2D               has crashed!

XW-2E               has crashed!

XW-2F               has crashed!

XW-3                 8 May 25 01:34:31   8 May 25 01:39:04     1ø
XW-3                 8 May 25 10:52:51   8 May 25 11:07:16    48ø
XW-3                 8 May 25 12:33:21   8 May 25 12:44:26    11ø
XW-3                 8 May 25 23:12:17   8 May 25 23:26:36    42ø
XW-3                 9 May 25 00:52:02   9 May 25 01:03:36    13ø
XW-3                 9 May 25 10:14:36   9 May 25 10:27:04    17ø
XW-3                 9 May 25 11:52:18   9 May 25 12:06:19    33ø
XW-3                 9 May 25 22:33:51   9 May 25 22:45:57    14ø
XW-3                10 May 25 00:11:36  10 May 25 00:25:40    37ø
XW-3                10 May 25 09:38:06  10 May 25 09:45:32     4ø
XW-3                10 May 25 11:12:31  10 May 25 11:27:13    83ø
XW-3                10 May 25 12:54:50  10 May 25 13:02:51     4ø
XW-3                10 May 25 21:57:36  10 May 25 22:02:55     2ø
XW-3                10 May 25 23:31:58  10 May 25 23:46:37    75ø
XW-3                11 May 25 01:12:56  11 May 25 01:22:02     6ø
XW-3                11 May 25 10:33:43  11 May 25 10:47:24    28ø
XW-3                11 May 25 12:12:45  11 May 25 12:25:41    19ø
XW-3                11 May 25 22:53:03  11 May 25 23:06:34    25ø
XW-3                12 May 25 00:31:50  12 May 25 00:44:56    22ø
XW-3                12 May 25 09:56:09  12 May 25 10:06:43     9ø
XW-3                12 May 25 11:32:25  12 May 25 11:47:00    57ø
XW-3                12 May 25 22:15:19  12 May 25 22:25:07     7ø
XW-3                12 May 25 23:51:50  13 May 25 00:06:23    63ø

CAS4A                8 May 25 07:27:12   8 May 25 07:36:32    17ø
CAS4A                8 May 25 09:03:36   8 May 25 09:13:22    24ø
CAS4A                8 May 25 10:43:54   8 May 25 10:47:53     1ø
CAS4A                8 May 25 15:37:40   8 May 25 15:45:13     7ø
CAS4A                8 May 25 17:13:18   8 May 25 17:23:43    80ø
CAS4A                8 May 25 18:51:31   8 May 25 18:58:15     5ø
CAS4A                9 May 25 06:29:06   9 May 25 06:36:27     7ø
CAS4A                9 May 25 08:04:05   9 May 25 08:14:22    60ø
CAS4A                9 May 25 09:42:51   9 May 25 09:49:45     5ø
CAS4A                9 May 25 14:39:20   9 May 25 14:44:18     2ø
CAS4A                9 May 25 16:14:12   9 May 25 16:24:13    30ø
CAS4A                9 May 25 17:51:12   9 May 25 18:00:16    14ø
CAS4A               10 May 25 05:32:56  10 May 25 05:34:07     0ø
CAS4A               10 May 25 07:04:48  10 May 25 07:14:58    45ø
CAS4A               10 May 25 08:42:19  10 May 25 08:51:01    12ø
CAS4A               10 May 25 15:15:05  10 May 25 15:24:10    14ø
CAS4A               10 May 25 16:51:20  10 May 25 17:01:26    35ø
CAS4A               11 May 25 06:05:47  11 May 25 06:15:04    17ø
CAS4A               11 May 25 07:42:04  11 May 25 07:51:52    24ø
CAS4A               11 May 25 09:22:20  11 May 25 09:26:22     1ø
CAS4A               11 May 25 14:16:04  11 May 25 14:23:30     7ø
CAS4A               11 May 25 15:51:39  11 May 25 16:01:59    79ø
CAS4A               11 May 25 17:29:49  11 May 25 17:36:28     5ø

CAS4B                8 May 25 07:41:19   8 May 25 07:50:49    19ø
CAS4B                8 May 25 09:17:50   8 May 25 09:27:39    23ø
CAS4B                8 May 25 10:58:19   8 May 25 11:02:14     1ø
CAS4B                8 May 25 15:52:08   8 May 25 16:00:02     8ø
CAS4B                8 May 25 17:27:56   8 May 25 17:38:29    87ø
CAS4B                8 May 25 19:06:23   8 May 25 19:12:55     5ø
CAS4B                9 May 25 06:44:16   9 May 25 06:52:06     8ø
CAS4B                9 May 25 08:19:33   9 May 25 08:29:55    53ø
CAS4B                9 May 25 09:58:33   9 May 25 10:05:20     5ø
CAS4B                9 May 25 14:54:55   9 May 25 15:00:34     3ø
CAS4B                9 May 25 16:30:04   9 May 25 16:40:18    34ø
CAS4B                9 May 25 18:07:16   9 May 25 18:16:15    13ø
CAS4B               10 May 25 05:48:21  10 May 25 05:52:04     1ø
CAS4B               10 May 25 07:21:29  10 May 25 07:31:50    54ø
CAS4B               10 May 25 08:59:17  10 May 25 09:07:53    11ø
CAS4B               10 May 25 15:32:11  10 May 25 15:41:37    16ø
CAS4B               10 May 25 17:08:39  10 May 25 17:18:46    30ø
CAS4B               11 May 25 06:23:40  11 May 25 06:33:20    21ø
CAS4B               11 May 25 08:00:18  11 May 25 08:10:04    21ø
CAS4B               11 May 25 09:40:59  11 May 25 09:44:27     1ø
CAS4B               11 May 25 14:34:24  11 May 25 14:42:25     8ø
CAS4B               11 May 25 16:10:15  11 May 25 16:20:43    82ø
CAS4B               11 May 25 17:48:52  11 May 25 17:54:52     4ø

CAS2T                8 May 25 08:46:24   8 May 25 08:56:28     7ø
CAS2T                8 May 25 10:21:49   8 May 25 10:37:02    69ø
CAS2T                8 May 25 12:04:52   8 May 25 12:11:37     3ø
CAS2T                8 May 25 21:05:06   8 May 25 21:14:15     5ø
CAS2T                8 May 25 22:40:35   8 May 25 22:56:15    71ø
CAS2T                9 May 25 00:21:34   9 May 25 00:31:06     6ø
CAS2T                9 May 25 09:40:12   9 May 25 09:54:56    34ø
CAS2T                9 May 25 11:19:30   9 May 25 11:32:40    18ø
CAS2T                9 May 25 21:59:08   9 May 25 22:13:46    31ø
CAS2T                9 May 25 23:37:54   9 May 25 23:51:41    21ø
CAS2T               10 May 25 08:59:50  10 May 25 09:11:59    12ø
CAS2T               10 May 25 10:36:23  10 May 25 10:51:43    52ø
CAS2T               10 May 25 21:18:49  10 May 25 21:29:54     9ø
CAS2T               10 May 25 22:55:23  10 May 25 23:10:39    55ø
CAS2T               11 May 25 00:37:52  11 May 25 00:43:41     2ø
CAS2T               11 May 25 08:22:21  11 May 25 08:26:43     1ø
CAS2T               11 May 25 09:54:25  11 May 25 10:09:52    49ø
CAS2T               11 May 25 11:34:41  11 May 25 11:46:49    12ø
CAS2T               11 May 25 22:13:39  11 May 25 22:28:31    43ø
CAS2T               11 May 25 23:53:07  12 May 25 00:05:28    14ø
CAS2T               12 May 25 09:13:33  12 May 25 09:27:15    19ø
CAS2T               12 May 25 10:51:05  12 May 25 11:06:16    37ø
CAS2T               12 May 25 21:32:51  12 May 25 21:45:11    14ø

LILAC                8 May 25 06:04:24   8 May 25 06:14:27    22ø
LILAC                8 May 25 07:37:54   8 May 25 07:46:17     9ø
LILAC                8 May 25 17:40:08   8 May 25 17:44:23     2ø
LILAC                8 May 25 19:09:39   8 May 25 19:20:31    59ø
LILAC                9 May 25 05:31:31   9 May 25 05:38:34     6ø
LILAC                9 May 25 07:02:06   9 May 25 07:12:41    34ø
LILAC                9 May 25 18:35:12   9 May 25 18:45:45    31ø
LILAC                9 May 25 20:09:12   9 May 25 20:16:33     6ø
LILAC               10 May 25 06:27:23  10 May 25 06:38:10    53ø
LILAC               10 May 25 08:03:14  10 May 25 08:07:57     2ø
LILAC               10 May 25 18:01:37  10 May 25 18:09:53     9ø
LILAC               10 May 25 19:33:21  10 May 25 19:43:29    24ø
LILAC               11 May 25 05:53:33  11 May 25 06:02:55    14ø
LILAC               11 May 25 07:26:06  11 May 25 07:35:30    15ø
LILAC               11 May 25 18:58:19  11 May 25 19:09:14    82ø
LILAC               11 May 25 20:35:07  11 May 25 20:36:46     0ø
LILAC               12 May 25 05:21:18  12 May 25 05:26:16     2ø
LILAC               12 May 25 06:50:36  12 May 25 07:01:26    56ø
LILAC               12 May 25 18:24:01  12 May 25 18:34:03    20ø
LILAC               12 May 25 19:57:13  12 May 25 20:05:50    11ø
LILAC               13 May 25 06:16:04  13 May 25 06:26:35    32ø
LILAC               13 May 25 07:50:31  13 May 25 07:57:35     6ø
LILAC               13 May 25 17:50:50  13 May 25 17:57:29     5ø

NOAA-15              8 May 25 06:20:53   8 May 25 06:35:09    31ø
NOAA-15              8 May 25 08:01:00   8 May 25 08:14:15    19ø
NOAA-15              8 May 25 18:47:04   8 May 25 19:01:34    33ø
NOAA-15              8 May 25 20:27:14   8 May 25 20:40:14    18ø
NOAA-15              9 May 25 05:55:48   9 May 25 06:08:27    16ø
NOAA-15              9 May 25 07:34:11   9 May 25 07:48:49    37ø
NOAA-15              9 May 25 18:21:43   9 May 25 18:34:40    17ø
NOAA-15              9 May 25 20:00:36   9 May 25 20:15:04    35ø
NOAA-15             10 May 25 05:31:28  10 May 25 05:41:12     7ø
NOAA-15             10 May 25 07:07:51  10 May 25 07:23:00    75ø
NOAA-15             10 May 25 08:52:25  10 May 25 08:58:24     2ø
NOAA-15             10 May 25 17:57:01  10 May 25 18:07:00     7ø
NOAA-15             10 May 25 19:34:17  10 May 25 19:49:26    70ø
NOAA-15             10 May 25 21:17:37  10 May 25 21:23:53     2ø
NOAA-15             11 May 25 05:09:25  11 May 25 05:11:58     0ø
NOAA-15             11 May 25 06:41:55  11 May 25 06:56:53    55ø
NOAA-15             11 May 25 08:23:40  11 May 25 08:34:45    10ø
NOAA-15             11 May 25 19:08:16  11 May 25 19:23:22    59ø
NOAA-15             11 May 25 20:49:32  11 May 25 21:00:29    10ø
NOAA-15             12 May 25 06:16:26  12 May 25 06:30:28    28ø
NOAA-15             12 May 25 07:56:15  12 May 25 08:09:48    21ø
NOAA-15             12 May 25 18:42:34  12 May 25 18:56:53    30ø
NOAA-15             12 May 25 20:22:31  12 May 25 20:35:51    20ø

NOAA-18              8 May 25 09:46:54   8 May 25 10:01:25    26ø
NOAA-18              8 May 25 11:27:20   8 May 25 11:41:50    25ø
NOAA-18              8 May 25 22:19:59   8 May 25 22:34:51    32ø
NOAA-18              9 May 25 00:00:54   9 May 25 00:14:35    20ø
NOAA-18              9 May 25 09:34:32   9 May 25 09:48:14    19ø
NOAA-18              9 May 25 11:14:07   9 May 25 11:29:15    34ø
NOAA-18              9 May 25 22:07:25   9 May 25 22:21:36    23ø
NOAA-18              9 May 25 23:47:44  10 May 25 00:02:11    28ø
NOAA-18             10 May 25 09:22:18  10 May 25 09:34:56    14ø
NOAA-18             10 May 25 11:01:00  10 May 25 11:16:34    48ø
NOAA-18             10 May 25 21:54:58  10 May 25 22:08:12    17ø
NOAA-18             10 May 25 23:34:38  10 May 25 23:49:39    38ø
NOAA-18             11 May 25 09:10:17  11 May 25 09:21:29     9ø
NOAA-18             11 May 25 10:48:01  11 May 25 11:03:48    67ø
NOAA-18             11 May 25 12:34:10  11 May 25 12:39:28     2ø
NOAA-18             11 May 25 21:42:40  11 May 25 21:54:38    11ø
NOAA-18             11 May 25 23:21:37  11 May 25 23:37:01    52ø
NOAA-18             12 May 25 01:07:39  12 May 25 01:10:11     0ø
NOAA-18             12 May 25 08:58:31  12 May 25 09:07:49     6ø
NOAA-18             12 May 25 10:35:07  12 May 25 10:50:57    89ø
NOAA-18             12 May 25 12:19:24  12 May 25 12:28:20     5ø
NOAA-18             12 May 25 21:30:37  12 May 25 21:40:48     7ø
NOAA-18             12 May 25 23:08:40  12 May 25 23:24:16    73ø

NOAA-19              8 May 25 08:09:22   8 May 25 08:20:27     9ø
NOAA-19              8 May 25 09:47:07   8 May 25 10:02:45    66ø
NOAA-19              8 May 25 11:33:28   8 May 25 11:38:14     1ø
NOAA-19              8 May 25 20:41:44   8 May 25 20:53:46    11ø
NOAA-19              8 May 25 22:20:41   8 May 25 22:36:08    53ø
NOAA-19              9 May 25 00:06:38   9 May 25 00:09:23     0ø
NOAA-19              9 May 25 07:57:49   9 May 25 08:07:01     6ø
NOAA-19              9 May 25 09:34:27   9 May 25 09:50:09    89ø
NOAA-19              9 May 25 11:18:50   9 May 25 11:27:26     5ø
NOAA-19              9 May 25 20:29:53   9 May 25 20:40:12     7ø
NOAA-19              9 May 25 22:07:58   9 May 25 22:23:38    73ø
NOAA-19              9 May 25 23:51:53   9 May 25 23:59:16     3ø
NOAA-19             10 May 25 07:46:51  10 May 25 07:53:10     2ø
NOAA-19             10 May 25 09:21:53  10 May 25 09:37:28    66ø
NOAA-19             10 May 25 11:05:00  10 May 25 11:15:50     8ø
NOAA-19             10 May 25 20:18:26  10 May 25 20:26:12     4ø
NOAA-19             10 May 25 21:55:19  10 May 25 22:11:02    82ø
NOAA-19             10 May 25 23:38:10  10 May 25 23:48:02     7ø
NOAA-19             11 May 25 09:09:24  11 May 25 09:24:44    47ø
NOAA-19             11 May 25 10:51:28  11 May 25 11:03:54    13ø
NOAA-19             11 May 25 20:08:21  11 May 25 20:10:47     0ø
NOAA-19             11 May 25 21:42:44  11 May 25 21:58:20    59ø
NOAA-19             11 May 25 23:24:49  11 May 25 23:36:23    11ø

METOA                8 May 25 10:09:52   8 May 25 10:20:40    12ø
METOA                8 May 25 11:44:56   8 May 25 11:58:10    39ø
METOA                8 May 25 22:14:07   8 May 25 22:22:26     5ø
METOA                8 May 25 23:48:00   9 May 25 00:02:00    69ø
METOA                9 May 25 01:28:03   9 May 25 01:33:45     2ø
METOA                9 May 25 10:34:48   9 May 25 10:47:31    25ø
METOA                9 May 25 12:11:37   9 May 25 12:23:41    19ø
METOA                9 May 25 22:38:41   9 May 25 22:50:12    14ø
METOA               10 May 25 00:14:24  10 May 25 00:27:39    33ø
METOA               10 May 25 11:00:17  10 May 25 11:13:58    52ø
METOA               10 May 25 12:39:00  10 May 25 12:48:36     8ø
METOA               10 May 25 23:04:01  10 May 25 23:17:07    29ø
METOA               11 May 25 00:41:03  11 May 25 00:52:49    16ø
METOA               11 May 25 09:52:41  11 May 25 10:01:30     6ø
METOA               11 May 25 11:26:11  11 May 25 11:40:06    69ø
METOA               11 May 25 13:08:13  11 May 25 13:11:45     1ø
METOA               11 May 25 23:29:47  11 May 25 23:43:30    62ø
METOA               12 May 25 01:08:16  12 May 25 01:17:15     7ø
METOA               12 May 25 10:17:02  12 May 25 10:28:47    15ø
METOA               12 May 25 11:52:34  12 May 25 12:05:54    33ø
METOA               12 May 25 22:21:28  12 May 25 22:30:29     7ø
METOA               12 May 25 23:55:52  13 May 25 00:09:27    56ø
METOA               13 May 25 01:37:38  13 May 25 01:39:20     0ø

METOB                8 May 25 07:04:26   8 May 25 07:06:49     0ø
METOB                8 May 25 08:37:05   8 May 25 08:52:16    53ø
METOB                8 May 25 10:19:02   8 May 25 10:30:37    11ø
METOB                8 May 25 19:31:57   8 May 25 19:35:05     0ø
METOB                8 May 25 21:06:17   8 May 25 21:21:37    62ø
METOB                8 May 25 22:47:59   8 May 25 22:59:00    10ø
METOB                9 May 25 08:16:49   9 May 25 08:31:19    31ø
METOB                9 May 25 09:57:17   9 May 25 10:10:49    19ø
METOB                9 May 25 20:45:50   9 May 25 21:00:39    36ø
METOB                9 May 25 22:26:28   9 May 25 22:39:31    17ø
METOB               10 May 25 07:56:52  10 May 25 08:10:09    19ø
METOB               10 May 25 09:35:57  10 May 25 09:50:39    33ø
METOB               10 May 25 20:25:37  10 May 25 20:39:22    21ø
METOB               10 May 25 22:05:16  10 May 25 22:19:37    29ø
METOB               11 May 25 07:37:19  11 May 25 07:48:42    11ø
METOB               11 May 25 09:14:56  11 May 25 09:30:13    57ø
METOB               11 May 25 20:05:44  11 May 25 20:17:42    12ø
METOB               11 May 25 21:44:17  11 May 25 21:59:24    49ø
METOB               12 May 25 07:18:25  12 May 25 07:26:43     4ø
METOB               12 May 25 08:54:11  12 May 25 09:09:36    84ø
METOB               12 May 25 10:37:46  12 May 25 10:46:37     5ø
METOB               12 May 25 19:46:27  12 May 25 19:55:22     5ø
METOB               12 May 25 21:23:29  12 May 25 21:38:54    84ø

METOC                8 May 25 07:51:14   8 May 25 08:01:29     8ø
METOC                8 May 25 09:28:07   8 May 25 09:43:31    73ø
METOC                8 May 25 11:13:12   8 May 25 11:19:09     2ø
METOC                8 May 25 20:19:33   8 May 25 20:30:19     8ø
METOC                8 May 25 21:57:27   8 May 25 22:12:46    63ø
METOC                8 May 25 23:41:32   8 May 25 23:47:05     2ø
METOC                9 May 25 07:32:59   9 May 25 07:39:02     2ø
METOC                9 May 25 09:07:30   9 May 25 09:22:50    66ø
METOC                9 May 25 10:50:09   9 May 25 11:00:37     8ø
METOC                9 May 25 20:00:50   9 May 25 20:07:25     2ø
METOC                9 May 25 21:36:46   9 May 25 21:52:10    76ø
METOC                9 May 25 23:18:55   9 May 25 23:28:54     7ø
METOC               10 May 25 08:47:08  10 May 25 09:01:58    38ø
METOC               10 May 25 10:28:09  10 May 25 10:41:02    16ø
METOC               10 May 25 21:16:15  10 May 25 21:31:19    44ø
METOC               10 May 25 22:57:15  10 May 25 23:09:39    14ø
METOC               11 May 25 08:27:04  11 May 25 08:40:55    23ø
METOC               11 May 25 10:06:41  11 May 25 10:21:00    27ø
METOC               11 May 25 20:55:57  11 May 25 21:10:11    26ø
METOC               11 May 25 22:35:58  11 May 25 22:49:54    24ø
METOC               12 May 25 08:07:22  12 May 25 08:19:36    13ø
METOC               12 May 25 09:45:34  12 May 25 10:00:41    46ø
METOC               12 May 25 20:35:57  12 May 25 20:48:41    15ø

METM2                8 May 25 03:44:11   8 May 25 03:58:50    33ø
METM2                8 May 25 05:24:51   8 May 25 05:38:13    18ø
METM2                8 May 25 16:13:20   8 May 25 16:28:14    39ø
METM2                8 May 25 17:54:10   8 May 25 18:06:56    16ø
METM2                9 May 25 03:24:23   9 May 25 03:37:54    20ø
METM2                9 May 25 05:03:42   9 May 25 05:18:17    31ø
METM2                9 May 25 15:53:17   9 May 25 16:07:13    23ø
METM2                9 May 25 17:33:08   9 May 25 17:47:17    27ø
METM2               10 May 25 03:04:57  10 May 25 03:16:43    12ø
METM2               10 May 25 04:42:50  10 May 25 04:58:05    52ø
METM2               10 May 25 15:33:31  10 May 25 15:45:51    13ø
METM2               10 May 25 17:12:19  10 May 25 17:27:18    44ø
METM2               11 May 25 02:46:05  11 May 25 02:55:04     5ø
METM2               11 May 25 04:22:15  11 May 25 04:37:42    89ø
METM2               11 May 25 06:06:15  11 May 25 06:14:24     4ø
METM2               11 May 25 15:14:17  11 May 25 15:23:53     6ø
METM2               11 May 25 16:51:41  11 May 25 17:07:03    76ø
METM2               11 May 25 18:35:01  11 May 25 18:42:23     3ø
METM2               12 May 25 02:29:04  12 May 25 02:31:49     0ø
METM2               12 May 25 04:01:55  12 May 25 04:17:08    54ø
METM2               12 May 25 05:43:56  12 May 25 05:55:29    11ø
METM2               12 May 25 14:56:37  12 May 25 15:00:16     1ø
METM2               12 May 25 16:31:14  12 May 25 16:46:33    63ø

Lapan A3             8 May 25 05:19:36   8 May 25 05:30:16    32ø
Lapan A3             8 May 25 06:54:31   8 May 25 07:01:56     6ø
Lapan A3             8 May 25 16:57:48   8 May 25 17:05:36     7ø
Lapan A3             8 May 25 18:29:31   8 May 25 18:40:24    33ø
Lapan A3             9 May 25 04:53:43   9 May 25 05:02:55    13ø
Lapan A3             9 May 25 06:26:27   9 May 25 06:36:22    18ø
Lapan A3             9 May 25 18:02:37   9 May 25 18:13:56    85ø
Lapan A3             9 May 25 19:39:43   9 May 25 19:42:16     1ø
Lapan A3            10 May 25 04:28:48  10 May 25 04:34:45     3ø
Lapan A3            10 May 25 05:59:07  10 May 25 06:10:05    48ø
Lapan A3            10 May 25 17:36:06  10 May 25 17:46:57    29ø
Lapan A3            10 May 25 19:10:26  10 May 25 19:18:34     8ø
Lapan A3            11 May 25 05:32:22  11 May 25 05:43:22    54ø
Lapan A3            11 May 25 07:08:46  11 May 25 07:13:44     2ø
Lapan A3            11 May 25 17:10:05  11 May 25 17:19:19    12ø
Lapan A3            11 May 25 18:42:46  11 May 25 18:53:02    21ø
Lapan A3            12 May 25 05:06:08  12 May 25 05:16:14    20ø
Lapan A3            12 May 25 06:39:54  12 May 25 06:48:50    11ø
Lapan A3            12 May 25 16:45:06  12 May 25 16:50:32     3ø
Lapan A3            12 May 25 18:15:33  12 May 25 18:26:47    55ø
Lapan A3            13 May 25 04:40:36  13 May 25 04:48:31     7ø
Lapan A3            13 May 25 06:12:11  13 May 25 06:22:49    29ø
Lapan A3            13 May 25 17:48:48  13 May 25 18:00:01    49ø

MAXVA               has crashed!

NORBI                8 May 25 02:43:20   8 May 25 02:47:17     1ø
NORBI                8 May 25 04:12:16   8 May 25 04:23:27    73ø
NORBI                8 May 25 15:49:09   8 May 25 15:59:17    19ø
NORBI                8 May 25 17:22:34   8 May 25 17:31:43    12ø
NORBI                9 May 25 03:44:31   9 May 25 03:55:22    35ø
NORBI                9 May 25 05:19:28   9 May 25 05:26:42     6ø
NORBI                9 May 25 15:22:22   9 May 25 15:29:55     6ø
NORBI                9 May 25 16:53:53   9 May 25 17:04:38    33ø
NORBI               10 May 25 03:17:22  10 May 25 03:26:45    13ø
NORBI               10 May 25 04:50:00  10 May 25 04:59:59    18ø
NORBI               10 May 25 16:25:42  10 May 25 16:36:52    78ø
NORBI               10 May 25 18:02:14  10 May 25 18:05:29     1ø
NORBI               11 May 25 02:51:15  11 May 25 02:57:14     3ø
NORBI               11 May 25 04:21:21  11 May 25 04:32:26    51ø
NORBI               11 May 25 15:57:57  11 May 25 16:08:28    25ø
NORBI               11 May 25 17:31:52  11 May 25 17:40:16     9ø
NORBI               12 May 25 03:53:19  12 May 25 04:04:22    48ø
NORBI               12 May 25 05:29:07  12 May 25 05:34:58     3ø
NORBI               12 May 25 15:30:48  12 May 25 15:39:18     9ø
NORBI               12 May 25 17:02:57  12 May 25 17:13:19    25ø
NORBI               13 May 25 03:25:52  13 May 25 03:35:49    17ø
NORBI               13 May 25 04:59:07  13 May 25 05:08:33    14ø
NORBI               13 May 25 15:05:33  13 May 25 15:08:01     0ø

CHINA               Up Now!              8 May 25 01:54:42    31ø
CHINA                8 May 25 15:55:00   9 May 25 04:08:48    71ø
CHINA                9 May 25 16:17:35  10 May 25 04:31:22    71ø
CHINA               10 May 25 16:40:09  11 May 25 04:53:56    71ø
CHINA               11 May 25 17:02:44  12 May 25 05:16:31    71ø
CHINA               12 May 25 17:25:18  13 May 25 05:39:05    71ø
CHINA               13 May 25 17:47:52  14 May 25 06:01:40    71ø
CHINA               14 May 25 18:10:27  15 May 25 06:24:14    71ø
CHINA               15 May 25 18:33:01  16 May 25 06:46:48    71ø
CHINA               16 May 25 18:55:36  17 May 25 07:09:23    71ø
CHINA               17 May 25 19:18:10  18 May 25 07:31:57    71ø
CHINA               18 May 25 19:40:44  19 May 25 03:56:54    71ø
CHINA               19 May 25 17:57:13  20 May 25 06:11:00    71ø
CHINA               20 May 25 18:19:47  21 May 25 06:33:35    71ø
CHINA               21 May 25 18:42:22  22 May 25 06:56:09    71ø
CHINA               22 May 25 19:04:56  23 May 25 07:18:43    71ø
CHINA               23 May 25 19:27:31  24 May 25 07:41:18    71ø
CHINA               24 May 25 19:50:05  25 May 25 08:03:52    71ø
CHINA               25 May 25 20:12:39  26 May 25 08:26:27    71ø
CHINA               26 May 25 20:35:14  27 May 25 08:49:01    71ø
CHINA               27 May 25 20:57:48  28 May 25 09:11:35    71ø
CHINA               28 May 25 21:20:23  29 May 25 05:36:32    71ø
CHINA               29 May 25 19:36:51  30 May 25 07:50:38    71ø

TEVE2               has crashed!

TEVE3               has crashed!

TEVE4               has crashed!

TEVE5               has crashed!

TEVE6               has crashed!

TEVE7               has crashed!
