ITPASS: InstantTrack AOS/LOS Finder Version 0.88
Copyright 1989-2004 Paul Williamson, KB5MU

Passes starting:     6 Jun 25 17:53:18 PDT
     At station:    Bombay

    Satellite         AOS Time (PDT)      LOS Time (PDT)    Max El
METM2               10 Jun 25 04:07:40  10 Jun 25 04:22:58    68ø
METM2               10 Jun 25 05:50:28  10 Jun 25 06:00:42     7ø
METM2               10 Jun 25 15:00:44  10 Jun 25 15:07:56     3ø
METM2               10 Jun 25 16:36:58  10 Jun 25 16:52:26    80ø
METM2               10 Jun 25 18:19:20  10 Jun 25 18:29:01     7ø
METM2               11 Jun 25 03:47:27  11 Jun 25 04:02:17    40ø
METM2               11 Jun 25 05:28:36  11 Jun 25 05:41:19    15ø

Lapan A3             6 Jun 25 17:54:34   6 Jun 25 18:05:45    68ø
Lapan A3             6 Jun 25 19:30:40   6 Jun 25 19:35:06     2ø
Lapan A3             7 Jun 25 04:20:59   7 Jun 25 04:26:00     2ø
Lapan A3             7 Jun 25 05:50:38   7 Jun 25 06:01:50    62ø
Lapan A3             7 Jun 25 17:27:45   7 Jun 25 17:38:17    24ø
Lapan A3             7 Jun 25 19:01:41   7 Jun 25 19:10:22    10ø
Lapan A3             8 Jun 25 05:23:39   8 Jun 25 05:34:41    42ø
Lapan A3             8 Jun 25 06:59:13   8 Jun 25 07:05:45     4ø
Lapan A3             8 Jun 25 17:01:34   8 Jun 25 17:10:06     9ø
Lapan A3             8 Jun 25 18:33:45   8 Jun 25 18:44:18    25ø
Lapan A3             9 Jun 25 04:57:13   9 Jun 25 05:07:06    16ø
Lapan A3             9 Jun 25 06:30:27   9 Jun 25 06:40:06    15ø
Lapan A3             9 Jun 25 16:37:01   9 Jun 25 16:40:08     1ø
Lapan A3             9 Jun 25 18:06:22   9 Jun 25 18:17:35    72ø
Lapan A3            10 Jun 25 04:31:35  10 Jun 25 04:38:50     6ø
Lapan A3            10 Jun 25 06:02:34  10 Jun 25 06:13:34    38ø
Lapan A3            10 Jun 25 17:39:22  10 Jun 25 17:50:19    36ø
Lapan A3            10 Jun 25 19:14:07  10 Jun 25 19:21:21     6ø
Lapan A3            11 Jun 25 05:35:19  11 Jun 25 05:46:34    70ø
Lapan A3            11 Jun 25 07:12:35  11 Jun 25 07:16:05     1ø
Lapan A3            11 Jun 25 17:12:51  11 Jun 25 17:22:27    14ø
Lapan A3            11 Jun 25 18:45:52  11 Jun 25 18:55:41    17ø
Lapan A3            12 Jun 25 05:08:35  12 Jun 25 05:19:08    25ø

MAXVA               has crashed!

NORBI                7 Jun 25 03:55:17   7 Jun 25 04:06:10    38ø
NORBI                7 Jun 25 05:30:21   7 Jun 25 05:37:17     5ø
NORBI                7 Jun 25 15:32:36   7 Jun 25 15:40:13     6ø
NORBI                7 Jun 25 17:04:09   7 Jun 25 17:14:45    30ø
NORBI                8 Jun 25 03:27:06   8 Jun 25 03:36:33    14ø
NORBI                8 Jun 25 04:59:45   8 Jun 25 05:09:40    17ø
NORBI                8 Jun 25 16:34:56   8 Jun 25 16:45:59    79ø
NORBI                8 Jun 25 18:11:36   8 Jun 25 18:14:21     1ø
NORBI                9 Jun 25 03:00:01   9 Jun 25 03:05:58     3ø
NORBI                9 Jun 25 04:30:03   9 Jun 25 04:41:07    51ø
NORBI                9 Jun 25 16:06:11   9 Jun 25 16:16:34    24ø
NORBI                9 Jun 25 17:40:00   9 Jun 25 17:48:20     9ø
NORBI               10 Jun 25 04:01:01  10 Jun 25 04:12:01    46ø
NORBI               10 Jun 25 05:36:37  10 Jun 25 05:42:40     4ø
NORBI               10 Jun 25 15:38:05  10 Jun 25 15:46:17     8ø
NORBI               10 Jun 25 17:09:58  10 Jun 25 17:20:23    26ø
NORBI               11 Jun 25 03:32:37  11 Jun 25 03:42:23    16ø
NORBI               11 Jun 25 05:05:38  11 Jun 25 05:15:12    15ø
NORBI               11 Jun 25 16:40:34  11 Jun 25 16:51:38    84ø
NORBI               12 Jun 25 03:05:11  12 Jun 25 03:11:55     5ø
NORBI               12 Jun 25 04:35:41  12 Jun 25 04:46:39    42ø
NORBI               12 Jun 25 16:11:37  12 Jun 25 16:22:12    28ø
NORBI               12 Jun 25 17:45:44  12 Jun 25 17:53:34     7ø

CHINA                6 Jun 25 22:06:27   7 Jun 25 10:19:03    71ø
CHINA                7 Jun 25 22:26:40   8 Jun 25 10:39:17    71ø
CHINA                8 Jun 25 22:46:54   9 Jun 25 10:59:30    71ø
CHINA                9 Jun 25 23:07:07  10 Jun 25 11:19:44    71ø
CHINA               10 Jun 25 23:27:21  11 Jun 25 11:39:57    71ø
CHINA               11 Jun 25 23:47:34  12 Jun 25 08:02:57    71ø
CHINA               12 Jun 25 22:03:03  13 Jun 25 10:15:40    71ø
CHINA               13 Jun 25 22:23:17  14 Jun 25 10:35:53    71ø
CHINA               14 Jun 25 22:43:30  15 Jun 25 10:56:07    71ø
CHINA               15 Jun 25 23:03:44  16 Jun 25 11:16:20    71ø
CHINA               16 Jun 25 23:23:57  17 Jun 25 11:36:34    71ø
CHINA               17 Jun 25 23:44:11  18 Jun 25 11:56:47    71ø
CHINA               19 Jun 25 00:04:24  19 Jun 25 12:17:01    71ø
CHINA               20 Jun 25 00:24:38  20 Jun 25 12:37:14    71ø
CHINA               21 Jun 25 00:44:51  21 Jun 25 12:57:28    71ø
CHINA               22 Jun 25 01:05:05  22 Jun 25 13:17:41    71ø
CHINA               23 Jun 25 01:25:18  23 Jun 25 13:37:55    71ø
CHINA               24 Jun 25 01:45:32  24 Jun 25 13:58:08    71ø
CHINA               25 Jun 25 02:05:45  25 Jun 25 10:21:08    71ø
CHINA               26 Jun 25 00:20:16  26 Jun 25 12:32:53    71ø
CHINA               27 Jun 25 00:40:30  27 Jun 25 12:53:06    71ø
CHINA               28 Jun 25 01:00:43  28 Jun 25 13:13:20    71ø
CHINA               29 Jun 25 01:20:57  29 Jun 25 13:33:33    71ø

TEVE2               has crashed!

TEVE3               has crashed!

TEVE4               has crashed!

TEVE5               has crashed!

TEVE6               has crashed!

TEVE7               has crashed!
